Temperature,Humidity,Wind Speed,General Diffuse Flows,Diffuse Flows,Power Consumption
15.49,85.8,0.066,123,114.9,High
24.38,59.42,0.329,127.7,114.9,High
19.29,66.87,4.922,432.5,114.9,High
18.6,47.4,0.077,687.4,114.9,High
26.81,70.1,4.908,698.6,114.9,High
18.13,49.3,0.077,690.7,115,High
19.33,52.14,0.082,741,115,High
30.52,37.02,4.92,585.6,115.1,High
25,41.72,0.081,834,115.1,High
18.17,67.13,0.081,114.4,115.2,High
25.59,86.6,4.921,150.2,115.2,High
22.96,38.28,0.088,839,115.2,High
30.31,38.49,4.922,610.9,115.3,High
16.1,79.7,0.072,118.5,115.4,High
24.15,61.27,0.074,130.6,115.4,High
20.74,86.6,0.08,182.7,115.4,High
27.66,55.7,0.067,636.5,115.4,High
21.79,70.9,4.928,799,115.4,High
11.9,43.87,0.084,97,115.5,High
25.36,58.09,4.926,648.5,115.5,High
18.47,47.56,0.076,680.2,115.5,High
21.98,43.29,4.919,683.8,115.5,High
26.6,70.9,4.918,691.6,115.5,High
25.34,54.89,0.246,739,115.5,High
30.86,45.69,4.91,837,115.5,High
25.75,69.02,0.263,841,115.5,High
19.71,54.27,0.075,100,115.6,High
23.48,45.31,4.917,103.8,115.6,High
27.11,52.18,0.071,107.8,115.6,High
32.62,37.42,4.928,109.3,115.6,High
25.8,74,4.91,299.8,115.6,High
21.4,67.47,4.923,860,115.6,High
20.95,45.68,0.084,104.6,115.7,High
27.51,41.5,0.08,437.4,115.7,High
35.96,23.81,0.077,751,115.7,High
14.28,78.1,0.081,114.4,115.8,High
25.88,54.72,4.907,100.8,115.9,High
29.9,46.42,4.905,668.7,115.9,High
24.56,62.42,4.921,717,115.9,High
18.96,53.87,0.08,741,115.9,High
25.01,32.07,4.922,783,115.9,High
25.74,54.75,4.902,103.1,116,High
27.36,49.55,4.926,438.3,116,High
27.66,56.14,0.066,659.4,116,High
20.14,68.58,0.071,99.6,116.1,High
22.85,67.19,4.92,115.3,116.1,High
15.95,57.64,0.083,420.3,116.1,High
32.17,19.67,4.904,634.1,116.1,High
18.37,60.25,0.083,729,116.1,High
14.84,67.21,0.074,96.2,116.2,High
22.05,81.2,0.069,142.5,116.2,High
25.3,46.19,0.09,732,116.2,High
29.94,35.98,4.91,104.9,116.3,High
22.47,52.55,4.933,113,116.3,High
25.82,61.21,4.926,113.1,116.3,High
27,72.8,4.912,121.9,116.3,High
26.66,51.58,4.927,222.8,116.3,High
29.2,39.61,0.269,659,116.3,High
26.08,56.55,4.921,141.7,116.4,High
27.49,34.81,4.904,484.1,116.4,High
16.36,55.99,0.082,92.3,116.5,High
19.37,50.34,1.995,94.5,116.5,High
20.5,80.1,4.917,133.7,116.5,High
32.48,27.84,4.916,109.6,116.6,High
24.98,46.86,0.08,498.4,116.6,High
29.3,50.59,4.924,545.7,116.6,High
27.77,54.77,0.066,611.3,116.6,High
32.41,18.14,4.903,655.8,116.6,High
18.46,48.53,0.077,724,116.6,High
16.22,68.72,0.073,100.8,116.7,High
26.69,71.4,4.916,671.2,116.7,High
23.94,48.92,0.082,92.3,116.8,High
15.07,78.3,0.072,104.3,116.8,High
30.22,65.09,4.903,121,116.8,High
23.04,85.3,0.076,135.6,116.8,High
35.82,24.18,0.077,732,116.8,High
18.64,55.74,0.08,739,116.8,High
25.27,53.68,0.278,783,116.8,High
25.36,51.85,0.298,795,116.8,High
30.19,35.69,4.92,870,116.8,High
14.05,45.86,0.078,92.1,116.9,High
35.38,27.98,4.912,119.2,116.9,High
17.04,74.1,0.076,444.5,116.9,High
26.61,69.67,4.906,676.5,116.9,High
30.05,39.53,4.922,630.3,117,High
32.94,17.41,4.905,676,117,High
24.9,46.16,0.087,711,117,High
28.47,51.46,4.925,856,117,High
21.61,90.5,4.915,138.9,117.1,High
16.31,55.51,4.916,98.6,117.2,High
14.82,76.2,0.072,102.4,117.2,High
21.91,43.21,0.084,143.8,117.2,High
17.05,67.02,0.074,99.1,117.3,High
24.49,37.76,4.918,104.6,117.3,High
19.68,51.47,0.08,742,117.3,High
16.05,72.1,4.909,118.1,117.4,High
21.98,72.5,4.92,127.6,117.4,High
13.9,90,0.069,129.9,117.4,High
26.66,83.6,4.911,155.1,117.4,High
29.83,45.99,4.904,648.5,117.4,High
23.23,51.65,4.919,101.9,117.5,High
30.6,32.52,4.917,113.7,117.5,High
19.78,62.63,4.909,129.4,117.5,High
21.83,76.7,0.071,150.2,117.5,High
28.5,34.76,4.917,483.3,117.5,High
26.78,63,4.906,520.6,117.5,High
26.05,71.9,4.92,606.7,117.5,High
26.09,67.19,0.26,653,117.5,High
18.14,51.95,0.082,375.8,117.6,High
27.96,55.37,0.068,681.1,117.6,High
35.53,24.18,0.076,715,117.6,High
15.82,72,4.911,119.2,117.7,High
28.07,53.45,4.919,132.8,117.7,High
21.94,76.4,0.065,148.2,117.7,High
13.96,90,0.067,130.6,117.8,High
21.8,74.4,4.919,144.8,117.8,High
23.11,65.33,0.099,624.6,117.8,High
26.05,74.3,4.91,330,117.9,High
23.57,70.1,4.955,446.8,117.9,High
26,60.42,4.902,499.2,117.9,High
33.21,17.14,4.904,696.5,117.9,High
21.63,80.6,0.075,141.6,118,High
24.04,59.22,4.922,567,118,High
24.69,53.38,0.286,610.4,118,High
22.51,48.11,4.921,107.9,118.1,High
21.71,73.6,0.07,121.7,118.1,High
25.3,77,4.924,131,118.2,High
25.89,74.9,4.909,518.8,118.2,High
26.25,69.79,4.967,624.7,118.2,High
29.98,46.39,4.906,626.1,118.2,High
20.79,74.4,4.923,730,118.2,High
15.46,74.6,4.92,116,118.3,High
28.11,64.4,4.912,387,118.3,High
24.16,64.76,4.922,477.3,118.3,High
27.63,52.39,4.909,491.2,118.3,High
26.49,57.32,4.903,542.6,118.3,High
26.67,71,4.919,546.3,118.3,High
24.77,56.48,0.072,560.2,118.3,High
29.49,39.91,0.269,651.6,118.3,High
27.38,32.92,4.92,106.8,118.4,High
16.2,69.03,0.073,114.7,118.4,High
21.59,91,4.916,141,118.4,High
21.98,76.9,0.071,150.2,118.5,High
25.56,65.29,0.265,361,118.5,High
27.76,54.34,0.067,584,118.5,High
30.08,34.76,4.92,868,118.5,High
28.66,59,4.913,403.8,118.6,High
35.29,24.54,0.076,694.7,118.6,High
25.94,48.12,4.904,699.3,118.6,High
30.09,46.19,4.906,602.4,118.7,High
16.65,55.86,0.086,672.4,118.7,High
18.66,58.08,0.081,734,118.7,High
20.88,60.23,0.076,106.7,118.8,High
30,36.36,4.919,866,118.8,High
24.36,61.62,4.928,748,118.9,High
22.46,71.8,0.069,138.3,119,High
25.82,92.6,4.91,161.9,119,High
28.42,75.8,4.902,129.5,119.1,High
26.01,72,4.919,588.5,119.1,High
28.16,66,4.913,784,119.1,High
26.45,45.12,4.905,103.1,119.2,High
20.68,74.4,0.067,103.8,119.2,High
23.49,80.5,4.924,129.9,119.2,High
23,77.5,4.918,130.6,119.2,High
19.27,63.03,4.926,131.3,119.2,High
28.07,52.72,4.912,519,119.2,High
22.59,70.4,0.069,556.1,119.2,High
26.42,70.8,4.908,654.2,119.2,High
27.48,65.93,4.903,122,119.3,High
21.33,71.4,4.928,849,119.3,High
28.28,61.09,4.908,132.4,119.4,High
25.72,57.75,4.924,139.1,119.4,High
28.18,65.03,4.917,783,119.4,High
29.52,37.99,4.921,858,119.4,High
10.95,62.64,0.084,117.8,119.5,High
30.81,30.54,4.907,386.5,119.5,High
20.59,67.93,4.919,856,119.5,High
15.65,84.6,0.071,132.2,119.6,High
23.99,55.91,4.919,293.3,119.6,High
27.63,55.14,0.069,554.3,119.6,High
27.96,54.77,0.068,700,119.6,High
18.54,76,0.08,139.9,119.7,High
22.41,71.9,0.071,378.5,119.7,High
22.17,57.71,0.074,578.8,119.7,High
30.08,40.19,4.921,653,119.7,High
19.01,45.39,0.082,713,119.7,High
30.15,46.12,4.905,585.5,119.8,High
23.42,61.26,0.076,615.6,119.8,High
23.61,32.61,4.921,710,119.8,High
27.04,73,4.921,456.5,119.9,High
26.37,71.9,4.915,647.1,119.9,High
20.96,73.5,4.921,776,119.9,High
20.54,78.9,0.072,139.3,120,High
16.85,73.5,0.073,151.1,120,High
15.51,69.63,0.077,99.7,120.1,High
21.68,78.3,0.066,147,120.1,High
24.1,64.78,4.923,148.8,120.1,High
25.66,74.2,4.928,336.4,120.1,High
23.65,58.29,4.921,601.1,120.1,High
33.94,16.24,4.905,710,120.1,High
17.65,50.08,4.915,96,120.2,High
22.75,67.67,4.926,575.8,120.2,High
27.81,67.56,4.92,803,120.2,High
16.4,74.2,0.072,129.9,120.3,High
35.06,25.35,0.078,672,120.3,High
25.9,44.88,0.306,787,120.3,High
29.38,38.13,4.92,849,120.3,High
26.93,47.78,4.933,108.8,120.4,High
22.77,47.8,0.086,110.5,120.4,High
22.58,77.3,0.07,148.8,120.4,High
22.97,61.96,0.07,895,120.4,High
19.24,88.8,0.079,148.6,120.5,High
21.77,40.58,0.084,812,120.5,High
15.11,59.53,0.076,97.6,120.6,High
33.82,23.78,4.915,116.2,120.6,High
28.97,67.76,4.91,119.1,120.6,High
13.45,71.6,0.081,122.3,120.6,High
27.74,54.17,0.067,521.4,120.6,High
18.16,65.35,4.915,120.7,120.7,High
25.61,78.2,4.922,544.2,120.7,High
27.88,37.41,4.903,703,120.7,High
16.23,57.01,0.084,458.2,120.8,High
24.04,83.6,4.916,510.8,120.8,High
28.6,51.82,4.911,547.4,120.8,High
22.01,70.9,4.922,645.5,120.8,High
19.6,62.72,0.084,107.3,120.9,High
19.59,52.85,0.085,113.6,120.9,High
21.71,77.7,0.068,119.4,120.9,High
15.87,66.09,4.914,123.7,120.9,High
20.29,51.4,0.089,786,120.9,High
21,72.5,4.917,816,120.9,High
35.65,26.91,4.913,878,120.9,High
26.06,47.08,0.34,103.9,121,High
20.12,78.4,4.925,113.1,121,High
27.86,54.34,0.065,500.2,121,High
31.58,18.44,4.903,663.9,121,High
22.41,74.4,4.917,419.7,121.1,High
29.58,39.59,4.922,840,121.1,High
34.37,30.88,4.903,858,121.1,High
21.69,66.69,0.069,923,121.1,High
14.01,41.56,0.079,94.6,121.2,High
14.85,65.55,0.077,97.1,121.2,High
21.66,83.7,0.066,137.2,121.2,High
27.24,56.92,4.903,164.6,121.2,High
21.54,60.47,0.072,178,121.2,High
24.36,59.56,0.073,892,121.2,High
17.18,47.91,0.088,99.7,121.3,High
26.9,30.95,4.92,496.7,121.3,High
17.78,61.82,0.074,583.2,121.3,High
15.99,50.38,4.919,98.2,121.4,High
15.54,66.12,0.076,363.2,121.4,High
19.76,56.33,4.914,109.3,121.6,High
14.79,50.92,0.082,118,121.6,High
24.47,60.65,4.902,171.6,121.6,High
14.89,65.95,0.075,132.5,121.7,High
27.9,54.8,0.069,721,121.7,High
31.02,47.15,4.905,819,121.7,High
27.1,57.63,4.921,831,121.9,High
14.93,90.9,0.069,131.9,122,High
22.67,70.3,0.07,601.7,122,High
29.16,39.38,0.268,716,122,High
24.23,39.81,4.923,748,122,High
16.35,43.79,0.087,94.4,122.1,High
25.06,54,0.071,148,122.1,High
21.83,72.7,0.074,211.7,122.1,High
24.73,46.76,0.087,462,122.1,High
21.51,70.4,4.93,808,122.1,High
17.9,53.91,0.085,103.3,122.2,High
26.75,75,4.905,160.8,122.2,High
24.21,79.5,4.913,161.6,122.2,High
24.54,53.06,0.076,643,122.2,High
27.11,58.66,4.923,855,122.2,High
26.6,73.9,4.914,121.8,122.3,High
22.49,77.8,4.982,148.3,122.3,High
26.44,69.36,4.922,666.1,122.3,High
24.23,49.29,0.083,339.6,122.4,High
26.32,71.1,4.924,656.5,122.4,High
26.65,72.3,4.92,698.5,122.4,High
25.58,69.26,0.292,715,122.4,High
31.46,23.67,4.906,831,122.4,High
24.21,47.19,0.084,535,122.5,High
26.34,34.47,0.075,583,122.5,High
28.91,41.73,4.926,831,122.5,High
36.37,24.64,4.906,862,122.5,High
23.19,58.86,0.072,897,122.5,High
19.04,74.8,4.916,113.1,122.6,High
28.51,64.59,4.904,149.5,122.6,High
25.48,88,4.926,157.5,122.6,High
28.82,49.72,4.911,573.8,122.6,High
13.71,51.79,0.079,119,122.7,High
15.7,88.7,0.072,133.7,122.7,High
26.89,49.28,4.932,312.6,122.7,High
34.66,25.94,0.076,647.4,122.7,High
15.56,65.82,0.071,649.5,122.7,High
34.08,16.01,4.905,728,122.7,High
27.61,67.46,4.923,823,122.7,High
25.92,49.68,4.902,894,122.7,High
10.46,68.25,0.088,119.8,122.8,High
28.58,53.76,4.905,136.1,122.8,High
19.34,58.51,4.92,505.5,122.8,High
30.21,40.79,4.927,667.1,122.8,High
18.84,46.56,0.083,738,122.8,High
31.52,23.91,4.904,797,122.8,High
20.97,43.12,0.085,814,122.8,High
19.52,68.17,0.071,116.4,122.9,High
32.05,19.28,0.079,127.1,122.9,High
22.75,69.79,0.071,608.5,122.9,High
16.44,58.88,0.084,125.1,123,High
23.73,45.7,0.081,157.4,123,High
26.77,50.65,4.923,186.7,123,High
34.03,29.78,4.911,302.9,123,High
24.25,54.19,0.079,505.6,123,High
26.03,74.3,4.918,596.2,123,High
20.96,73,4.921,868,123,High
25.63,35.66,4.917,112.9,123.1,High
23.27,69.32,4.938,153.6,123.1,High
28.89,52.52,4.919,220.3,123.1,High
23.62,69.72,4.957,509.5,123.1,High
16.2,64.05,0.073,521.9,123.1,High
28.83,61.55,4.904,152.2,123.2,High
15.84,63.89,0.076,450.4,123.2,High
28.32,38.59,4.91,660.1,123.2,High
24.3,62.22,0.072,886,123.2,High
23.51,79.8,4.924,142.5,123.3,High
29.25,31.29,0.079,145.5,123.3,High
27.42,58.01,4.92,862,123.3,High
21.15,86.2,0.095,191.2,123.4,High
22.94,68.43,0.089,377.8,123.4,High
22.98,68.69,0.068,715,123.4,High
20.3,66.94,0.069,114.2,123.5,High
27.56,68.87,4.912,649.5,123.5,High
26.26,59.47,4.914,129.2,123.6,High
22.16,51.52,0.079,153.6,123.6,High
26.01,83.1,4.919,165.6,123.6,High
28.66,42.75,4.902,548.7,123.6,High
19.28,45.29,0.08,684.1,123.6,High
19.91,55.86,0.075,716,123.6,High
15.02,62.32,0.076,98.7,123.7,High
13.45,71.9,0.083,128,123.7,High
19.27,89,0.073,151.8,123.7,High
15.57,40.59,0.084,107.1,123.8,High
15.38,69.06,0.074,113.9,123.8,High
12.46,82.7,0.075,124.4,123.8,High
26.63,72.4,4.92,717,123.8,High
28.56,42.43,4.922,821,123.8,High
16.1,85.9,0.071,140.1,123.9,High
24.86,67.73,4.903,344.2,123.9,High
28.05,39.25,4.913,605.2,123.9,High
26.2,72,4.909,628.9,123.9,High
34.44,13.14,4.903,743,123.9,High
26.59,77.9,4.925,158.6,124,High
18.75,47.7,0.077,671.5,124,High
30.84,42.58,4.908,122.5,124.1,High
34.07,26.88,0.079,621.6,124.1,High
28.17,54.54,0.066,739,124.1,High
16.25,68.99,0.076,106.3,124.2,High
36.19,16.87,4.908,123.7,124.2,High
12.7,81.3,0.074,127.7,124.2,High
24.94,53.25,4.926,571.4,124.2,High
29.74,41.26,4.92,685.3,124.2,High
25.55,69.92,0.266,823,124.2,High
20.49,59.99,0.072,848,124.2,High
27.43,56,4.924,863,124.2,High
26.78,53.52,4.917,461.1,124.3,High
22.96,70.3,0.07,787,124.3,High
30.22,45.86,4.905,556.6,124.4,High
17.26,86.8,0.07,152.9,124.5,High
25.38,57.89,4.922,747,124.5,High
28.53,60.99,4.905,163.1,124.6,High
29.1,47.88,4.91,599.7,124.6,High
25.93,72.5,4.915,608,124.6,High
16.22,79.5,0.07,117.1,124.7,High
16.1,80.3,0.068,125.2,124.7,High
25.84,79.8,4.925,136.3,124.7,High
24.59,93.2,4.921,195,124.7,High
23.6,62.24,4.925,246,124.7,High
27.63,55.04,0.069,471.1,124.7,High
27.49,60.27,4.919,861,124.7,High
19.33,68.38,0.073,113.7,124.8,High
26.56,73,4.918,679.5,124.8,High
24.24,61.19,0.07,889,124.8,High
21.21,78,4.917,144.8,124.9,High
24.18,68.98,0.069,124.6,125,High
25.01,69.21,4.928,131,125,High
17.93,61.32,0.075,607.2,125,High
14.13,66.88,0.082,124.3,125.1,High
23.04,59.61,4.917,205.5,125.1,High
27.22,55.9,4.929,863,125.1,High
28.96,37.88,4.906,111.2,125.2,High
25.99,91,4.908,162.8,125.2,High
26.39,84.1,4.912,165.3,125.2,High
22.11,58.54,0.074,288.5,125.2,High
17.15,71.7,0.076,353.9,125.2,High
22.94,62.9,0.071,899,125.2,High
25.81,54.32,4.923,286.1,125.3,High
19.45,56.78,0.077,716,125.3,High
23.28,74.4,4.919,117.4,125.4,High
26.1,71.7,4.922,636.6,125.4,High
26.72,68.39,4.927,685.5,125.4,High
26.72,72.8,4.918,736,125.4,High
21.09,72.4,0.068,779,125.4,High
22.2,88.7,0.09,144.3,125.5,High
27.11,57.89,4.903,164.7,125.5,High
27.22,54.5,4.922,858,125.5,High
24.5,62.09,0.071,884,125.5,High
14.63,82.3,4.928,122.6,125.6,High
26.21,76.1,4.923,129.3,125.6,High
16.95,73.1,0.072,155.4,125.6,High
22.14,77,0.073,156.6,125.6,High
34.51,13.04,4.905,761,125.6,High
22.7,71.2,0.066,153.6,125.7,High
13.83,69.72,0.074,126.4,125.8,High
22.74,64.8,0.068,167.8,125.8,High
26.99,54.64,4.92,854,125.8,High
22.7,55.02,0.083,158.7,126,High
24.36,61.09,4.905,186,126,High
27.53,42.5,0.077,552.5,126,High
26.32,73,4.913,622.5,126,High
28.21,65.3,4.914,819,126,High
24.11,61.04,0.072,138.2,126.1,High
23.67,59.59,4.927,266.4,126.1,High
20.87,78.3,4.918,118.2,126.2,High
17.21,86.9,0.071,151,126.2,High
24.89,58.46,0.079,153.1,126.2,High
25.81,84.3,4.923,165.2,126.2,High
18.39,59.15,0.074,688.5,126.2,High
19.52,55.84,0.079,733,126.2,High
28.13,37.17,0.065,871,126.2,High
23.99,46.55,4.908,145.2,126.3,High
18.5,48.23,0.077,650.6,126.3,High
28.31,44.73,4.924,806,126.3,High
14.65,70.2,0.075,136.2,126.4,High
22.35,61.91,4.925,143.7,126.4,High
15.7,52.79,0.082,171.5,126.4,High
26.96,49.85,4.922,174.3,126.4,High
24.49,69.87,4.904,355.4,126.4,High
29.35,48.22,4.911,621.6,126.4,High
20.84,38.94,0.082,131.8,126.5,High
10.51,66.24,0.085,137.5,126.5,High
18.23,70.6,4.922,164.8,126.5,High
33.37,28.18,0.078,595.9,126.5,High
22.02,38.84,0.088,863,126.5,High
25.73,54.74,4.924,779,126.6,High
28.26,37.37,0.067,872,126.6,High
20.8,67.3,4.918,116.8,126.7,High
32.46,36.71,4.907,130.7,126.7,High
29.43,42.33,4.919,713,126.7,High
18.55,75.6,0.083,146.9,126.8,High
22.55,41.98,0.079,156.6,126.8,High
22.35,56.97,0.073,334.5,126.8,High
14.98,65.79,0.075,137.9,126.9,High
27.46,49.98,4.907,355.1,126.9,High
26.24,60.05,4.902,557.7,126.9,High
26.37,57.97,4.92,804,126.9,High
11.58,60.9,0.083,122.5,127,High
24.66,93.1,4.923,219.1,127,High
29.22,52.12,4.922,262.1,127,High
32.52,28.81,0.081,570.3,127,High
26.03,67.19,0.259,643.6,127,High
31.54,18.07,4.903,662.6,127,High
18.32,48.73,0.077,741,127,High
13.53,69.13,0.083,124.8,127.1,High
18.72,58.74,0.075,699.9,127.1,High
16.16,57.11,0.081,110,127.2,High
27.14,57.81,4.919,848,127.2,High
27.25,62.17,4.921,857,127.2,High
14.6,73.3,0.081,125,127.3,High
13.85,72.5,0.074,135.7,127.3,High
21.57,92,4.919,151.1,127.3,High
28.13,54.67,0.068,754,127.3,High
28.03,74.3,4.905,139.2,127.4,High
22.25,57.67,0.072,383,127.4,High
26.23,58.01,4.924,791,127.4,High
16.16,57.18,4.915,103.4,127.5,High
26.91,58.32,0.065,115.9,127.5,High
24.07,78.3,4.925,119.9,127.5,High
11.63,60.53,0.086,126.9,127.5,High
15.96,84.5,0.07,154,127.5,High
24.81,88.5,4.908,175.4,127.5,High
22.77,70.2,0.071,568.7,127.5,High
22.36,39.27,0.074,758,127.5,High
26.77,59.31,4.925,831,127.5,High
27.08,56.5,4.922,840,127.5,High
14.14,80.1,0.083,135.2,127.6,High
20.8,60.89,0.081,159.5,127.6,High
27.96,46.8,4.926,791,127.6,High
30.11,37.68,4.902,799,127.6,High
30.83,44.62,4.91,855,127.6,High
13.63,77.4,0.082,131.8,127.7,High
34.94,14.44,4.905,136,127.7,High
28.28,63.95,4.906,169.7,127.7,High
18.4,59.18,0.069,676.9,127.7,High
21.48,70.9,4.919,772,127.7,High
26.5,58.54,4.923,812,127.7,High
23.16,67.86,0.07,866,127.7,High
20.25,42.68,0.086,125.3,127.8,High
16.43,81.3,0.071,140.3,127.8,High
22,58.31,0.071,410.9,127.8,High
26.6,59.11,4.919,821,127.8,High
16.63,63.45,0.076,120.4,127.9,High
13.44,70.6,0.08,127.2,127.9,High
31.6,14.57,4.904,644,127.9,High
25.91,71.2,4.923,598.1,128,High
23.18,67.46,0.07,878,128,High
36.25,21.34,4.907,124.4,128.1,High
13.98,89.8,0.067,142.9,128.1,High
22.1,78.1,0.065,159.5,128.1,High
29.54,49.15,4.911,643.8,128.1,High
15.29,59.33,0.081,119.4,128.2,High
24.63,79.2,4.922,170.5,128.2,High
20.63,59.07,0.073,421.1,128.2,High
21.7,64.99,0.071,900,128.2,High
24.42,39.18,4.937,110.5,128.3,High
25.67,73.8,4.929,302,128.4,High
15.93,64.09,0.076,414.6,128.4,High
24.15,52.55,0.291,585.6,128.4,High
29.51,50.05,4.907,667.8,128.5,High
29.51,49.62,4.913,690.5,128.5,High
34.7,12.74,4.906,769,128.5,High
22.99,75.9,4.92,216.4,128.6,High
31.94,29.51,0.078,540,128.6,High
21.72,57.03,0.086,910,128.6,High
22.88,46.71,4.915,118.4,128.7,High
9.76,80.7,0.075,129.4,128.7,High
20.02,79.3,4.923,136,128.7,High
13.99,89.9,0.068,140.6,128.7,High
25.44,77,4.925,146.9,128.7,High
25.31,46.72,0.082,358.8,128.7,High
15.52,65.49,0.075,634,128.7,High
26.18,50,4.924,678.4,128.7,High
27.64,47.43,4.921,775,128.7,High
26.3,59.84,4.92,776,128.7,High
15.78,84.4,0.069,137.7,128.8,High
26.15,54.68,4.928,155.1,128.8,High
20.55,78.8,0.066,198.4,128.8,High
26.25,73.7,4.912,349.8,128.8,High
18.05,48.63,0.075,494.8,128.8,High
26.72,50.18,4.924,208.2,128.9,High
22.65,54.78,0.085,238.6,129,High
15.85,59.01,0.086,411.8,129,High
28.84,50.52,4.91,549.4,129,High
27.78,67.83,4.912,672.9,129,High
29.61,48.85,4.91,711,129,High
25.5,69.72,0.275,737,129,High
15.27,60.1,0.081,115.2,129.1,High
15.81,70.6,0.072,118.2,129.1,High
26.81,73.8,4.917,152.9,129.1,High
20.96,66.5,0.076,153.7,129.1,High
21.93,72,0.07,257,129.1,High
25.85,51.2,4.92,655,129.1,High
16.89,73.7,0.066,164.5,129.2,High
26.7,76,4.928,168.4,129.2,High
25.84,73.8,4.923,531.1,129.2,High
18.51,62.55,4.919,111.7,129.3,High
14.41,73.2,0.077,145.9,129.3,High
24.41,60.37,0.072,148.2,129.3,High
19.58,89.3,0.08,150.5,129.3,High
22.82,64.21,0.07,464.3,129.3,High
26.53,50.07,4.922,699.7,129.3,High
26.13,61.97,4.92,763,129.3,High
20.43,61.93,0.072,868,129.3,High
15.07,52.34,4.919,113.1,129.4,High
23.13,67.97,4.92,374.6,129.4,High
26.35,74,4.921,657.7,129.4,High
21.92,71.3,4.92,714,129.4,High
34.83,13.07,4.904,781,129.4,High
21.17,72.6,4.922,888,129.4,High
24.46,58.32,0.07,897,129.4,High
23.38,45.3,0.077,161.1,129.5,High
20.83,72.7,4.922,836,129.5,High
28.96,60.89,4.905,167.7,129.6,High
26.2,74,4.92,634.6,129.7,High
19,57.94,0.072,706,129.7,High
19.4,56.88,0.076,716,129.7,High
26.75,50.47,4.922,721,129.8,High
21.09,83.5,0.07,149.9,129.9,High
24.05,66.19,4.922,313.9,129.9,High
12.81,49.32,0.09,100.3,130,High
15.6,45.5,0.086,112.7,130,High
26.4,55.99,4.911,119,130,High
22.36,87.8,4.915,152.2,130,High
16.76,73.5,0.073,163.1,130,High
22.94,86.7,0.271,172.4,130,High
30.81,31.48,0.078,481.9,130,High
29.04,39.81,0.272,737,130,High
26.96,49.87,4.923,738,130,High
21.93,70.6,4.926,773,130,High
13.84,69.58,0.074,129.5,130.1,High
16.2,85.8,0.069,148,130.1,High
21.94,78.5,0.07,164.4,130.1,High
27.32,49.23,4.919,757,130.1,High
35.38,14.54,4.903,805,130.1,High
24.73,63.03,0.071,879,130.1,High
14.27,74.7,0.073,134.7,130.2,High
22.3,51.68,0.08,165.1,130.2,High
22.37,78.7,0.07,169.6,130.2,High
31.44,30.78,0.077,511.5,130.2,High
18.14,61.28,0.076,629.8,130.2,High
34.99,13.54,4.904,790,130.2,High
13.98,53.37,0.085,113.9,130.3,High
14.63,89.4,0.072,147.3,130.3,High
27.03,67.74,4.927,475.4,130.3,High
26.05,71.4,4.925,525.9,130.3,High
16.77,51.58,0.079,104.5,130.4,High
25.31,93.4,4.911,172.1,130.4,High
23.11,68.79,0.07,835,130.4,High
28.26,49.79,4.909,122.7,130.5,High
29.95,37.32,4.922,460.4,130.5,High
22.68,73.5,4.916,514,130.5,High
21.82,64.89,0.072,812,130.5,High
22.07,40.38,0.085,839,130.5,High
10.54,66.68,0.082,129.4,130.6,High
20.7,70.6,0.069,129.8,130.6,High
22.28,59.02,0.079,145.2,130.6,High
22.5,42.11,0.085,157,130.6,High
24.53,78.6,4.921,364,130.6,High
26.75,66.49,4.921,697.8,130.6,High
9.69,78.8,0.078,131.8,130.7,High
29.74,41.76,4.922,131.9,130.7,High
27.18,60.09,4.904,168.2,130.7,High
18.33,59.65,0.075,662.6,130.7,High
21.91,71.2,4.921,685,130.7,High
25.28,54.39,0.227,711,130.7,High
28.13,55.04,0.068,768,130.7,High
35.13,14.4,4.904,796,130.7,High
22.71,65.76,4.922,266.2,130.8,High
29.5,49.55,4.913,729,130.8,High
30.37,35.51,4.902,810,130.8,High
25.55,50.4,0.08,128.2,130.9,High
16.33,86.3,0.07,143.1,130.9,High
20.62,64.55,0.071,219.7,130.9,High
25.62,73.5,4.923,230.3,130.9,High
16.17,52.24,0.086,109.6,131,High
28.08,48.17,4.919,465.9,131,High
25.87,65.71,4.922,745,131,High
22.09,70.4,4.919,751,131,High
14.87,40.3,4.918,105.6,131.1,High
21.8,78.5,0.067,159.2,131.1,High
20.18,91.2,0.073,167.5,131.1,High
23.22,41.4,0.08,175.1,131.1,High
28.71,39.88,4.904,388.2,131.1,High
35.21,24.04,4.905,806,131.1,High
27.27,63.58,4.923,853,131.1,High
16.69,58.31,0.083,133.3,131.2,High
24.14,49.36,0.084,269.8,131.2,High
26.48,52.92,4.926,116.1,131.3,High
21.52,62.21,0.071,117.4,131.3,High
13.8,81.3,0.082,141.7,131.3,High
21.6,92.2,4.918,155.3,131.3,High
29.35,43,4.918,729,131.3,High
26.75,72.8,4.92,755,131.3,High
19.76,56.9,4.915,119.4,131.4,High
21.81,67.83,4.924,758,131.4,High
18.18,65.32,4.916,130.9,131.5,High
23.3,64.17,0.069,166.1,131.5,High
23.7,43.18,0.084,764,131.5,High
34.13,26.38,4.906,809,131.5,High
14.66,63.18,0.071,115,131.7,High
17.73,73.4,0.071,138.1,131.7,High
19.5,74.9,0.279,151.1,131.8,High
27.18,72.8,4.904,168.7,131.8,High
16.26,54.91,0.083,485.2,131.8,High
24.3,62.02,4.921,725,131.8,High
27.19,56.52,4.902,185.3,131.9,High
